doc_id,commenter_id,drug_name,persian_martidale_category,therapeutic_category,comment_clean,response_clean,retrieval_text
<<<<<<< HEAD
1,1,Rosa-damascene,داروهای گیاهی,فاقد طبقه بندی فارماکولوژی-درمانی AHFS>گیاهی,سلام تو اینترنت خوندم عصاره گل سرخ واسه افسردگی و اضطراب خوبه؟ من اختلال دوقطبی دارم می‌خواستم بدونم آیا عصاره گل سرخ میتونه باعث القا حالت مانیا در من بشه؟,عصاره گل رز تا حدودی اثرات شادی‌آور دارد ولی به هیچ وجه جایگزین داروهای درمان دوقطبی نیست.,دارو: Rosa-damascene | سؤال: سلام تو اینترنت خوندم عصاره گل سرخ واسه افسردگی و اضطراب خوبه؟ من اختلال دوقطبی دارم می‌خواستم بدونم آیا عصاره گل سرخ میتونه باعث القا حالت مانیا در من بشه؟ | پاسخ: عصاره گل رز تا حدودی اثرات شادی‌آور دارد ولی به هیچ وجه جایگزین داروهای درمان دوقطبی نیست.
2,2,Adalimumab,داروهای مسکن ،ضد التهاب وضد تب ها,عوامل درمانی متفرقه>داروهای ضد روماتیسم تعدیل کننده بیماری,سلام من ۴ ساله پسروریازیس دارم تو این مدت فقط پماد بتامتازون و کلوبتازون مصرف داشتم بیماریم کم وزیاد می‌شد که الان واکسن سینوا شروع کردم خداکنه بیماریم رفع بشه برام دعا کنین ممنونم آرزوی سلامتی برای همه همدردها,طبق دستور پزشک عمل کنید. انشالله بهبودی حاصل می‌شود.,دارو: Adalimumab | سؤال: سلام من ۴ ساله پسروریازیس دارم تو این مدت فقط پماد بتامتازون و کلوبتازون مصرف داشتم بیماریم کم وزیاد می‌شد که الان واکسن سینوا شروع کردم خداکنه بیماریم رفع بشه برام دعا کنین ممنونم آرزوی سلامتی برای همه همدردها | پاسخ: طبق دستور پزشک عمل کنید. انشالله بهبودی حاصل می‌شود.
3,9,Aspirin,داروهای مسکن ،ضد التهاب وضد تب ها,داروهای موثر بر سیستم اعصاب مرکزی>داروهای ضد درد و ضد تب>داروهای ضد التهاب غیر استروئیدی>سالیسیلات ها,سلام. من کرونا دارم وقرص فاویپیراویر مصرف می‌کنم باید آس اس آ هم مصرف کنم تا لخته خون ایجاد نشه؟ ۳۴ سالمه و روز ۷ کرونا هستم,مصرف آسپرین ربطی به فاویپیراویر ندارد ولی روزی یک عدد آسپرین مصرف کنید.,دارو: Aspirin | سؤال: سلام. من کرونا دارم وقرص فاویپیراویر مصرف می‌کنم باید آس اس آ هم مصرف کنم تا لخته خون ایجاد نشه؟ ۳۴ سالمه و روز ۷ کرونا هستم | پاسخ: مصرف آسپرین ربطی به فاویپیراویر ندارد ولی روزی یک عدد آسپرین مصرف کنید.
4,35,Aspirin,داروهای مسکن ،ضد التهاب وضد تب ها,داروهای موثر بر سیستم اعصاب مرکزی>داروهای ضد درد و ضد تب>داروهای ضد التهاب غیر استروئیدی>سالیسیلات ها,سلام من معتاد هستم و تریاک مصرف می‌کنم نزدیک ب سه سال است که سرکار نمیرم بخاطر بیماری عفونت قارچی در معده و روده کبد چرب ۱ گرید دارم میخوام بدونم خوردن آسپرین وناپرین ۸۱ میلی‌گرم استفاده کنم برای رقیق شدن خون استفاده کنم و به چه صورتی جویدنی یا با آب ممنون خدا اجرتون بده,مصرف روزانه یک عدد آسپرین ۸۱ بلامانع است.,دارو: Aspirin | سؤال: سلام من معتاد هستم و تریاک مصرف می‌کنم نزدیک ب سه سال است که سرکار نمیرم بخاطر بیماری عفونت قارچی در معده و روده کبد چرب ۱ گرید دارم میخوام بدونم خوردن آسپرین وناپرین ۸۱ میلی‌گرم استفاده کنم برای رقیق شدن خون استفاده کنم و به چه صورتی جویدنی یا با آب ممنون خدا اجرتون بده | پاسخ: مصرف روزانه یک عدد آسپرین ۸۱ بلامانع است.
5,36,Aspirin,داروهای مسکن ،ضد التهاب وضد تب ها,داروهای موثر بر سیستم اعصاب مرکزی>داروهای ضد درد و ضد تب>داروهای ضد التهاب غیر استروئیدی>سالیسیلات ها,سلام آیاکاردیوسپرین ۸۰ همان آاس آ ۸۰ هست؟,بله,دارو: Aspirin | سؤال: سلام آیاکاردیوسپرین ۸۰ همان آاس آ ۸۰ هست؟ | پاسخ: بله
6,40,Aspirin,داروهای مسکن ،ضد التهاب وضد تب ها,داروهای موثر بر سیستم اعصاب مرکزی>داروهای ضد درد و ضد تب>داروهای ضد التهاب غیر استروئیدی>سالیسیلات ها,آ اس آ ۳۲۵ برای کسی ک فنر گذاشته الزامی ست؟,با پزشک معالج مشورت کنید,دارو: Aspirin | سؤال: آ اس آ ۳۲۵ برای کسی ک فنر گذاشته الزامی ست؟ | پاسخ: با پزشک معالج مشورت کنید
7,44,Aspirin,داروهای مسکن ،ضد التهاب وضد تب ها,داروهای موثر بر سیستم اعصاب مرکزی>داروهای ضد درد و ضد تب>داروهای ضد التهاب غیر استروئیدی>سالیسیلات ها,سلام آسپرین بچه همون ا اس ا ۸۰ هست؟,بله,دارو: Aspirin | سؤال: سلام آسپرین بچه همون ا اس ا ۸۰ هست؟ | پاسخ: بله
8,60,Aspirin,داروهای مسکن ،ضد التهاب وضد تب ها,داروهای موثر بر سیستم اعصاب مرکزی>داروهای ضد درد و ضد تب>داروهای ضد التهاب غیر استروئیدی>سالیسیلات ها,سلام خسته نباشین وقت بخیر، یه چند روزیه درد در قفسه سینه همراه بادرد قلب دارم که با دراز کشیدن شدت می‌گیره وهمراه تنگی نفس میشه، اگه راهنمایی کنین ممنون می‌شم,سلام برای بررسی این علایم نیاز به معاینه بالینی و نوار قلب و … می‌باشد,دارو: Aspirin | سؤال: سلام خسته نباشین وقت بخیر، یه چند روزیه درد در قفسه سینه همراه بادرد قلب دارم که با دراز کشیدن شدت می‌گیره وهمراه تنگی نفس میشه، اگه راهنمایی کنین ممنون می‌شم | پاسخ: سلام برای بررسی این علایم نیاز به معاینه بالینی و نوار قلب و … می‌باشد
9,62,Aspirin,داروهای مسکن ،ضد التهاب وضد تب ها,داروهای موثر بر سیستم اعصاب مرکزی>داروهای ضد درد و ضد تب>داروهای ضد التهاب غیر استروئیدی>سالیسیلات ها,آیا آسپرین اعتیاد آوراست؟ مثلا برای عمل جراحی که ناچار به مصرف نکردن آن هستیم در این مدت ایجاد بدن‌درد ویا سر درد نمی‌کند؟,سلام نه اعتیاد نمیاره,دارو: Aspirin | سؤال: آیا آسپرین اعتیاد آوراست؟ مثلا برای عمل جراحی که ناچار به مصرف نکردن آن هستیم در این مدت ایجاد بدن‌درد ویا سر درد نمی‌کند؟ | پاسخ: سلام نه اعتیاد نمیاره
10,63,Aspirin,داروهای مسکن ،ضد التهاب وضد تب ها,داروهای موثر بر سیستم اعصاب مرکزی>داروهای ضد درد و ضد تب>داروهای ضد التهاب غیر استروئیدی>سالیسیلات ها,من سه روز خودسرانه اسپرین ۸۰ خوردم رفلاکس معده هم دارم میخوام قطع کنم مقداری غلظت خون داشتم برای همین استفاده کردم اگه دیگه نخورم مشکلی واسم پیش نمیاد بابت قطع کردن اسپرین؟,سلام، خیر می‌توانید دارو را قطع کنید. اما بهتر بود دارو را خودسرانه استفاده نمی‌کردید.,دارو: Aspirin | سؤال: من سه روز خودسرانه اسپرین ۸۰ خوردم رفلاکس معده هم دارم میخوام قطع کنم مقداری غلظت خون داشتم برای همین استفاده کردم اگه دیگه نخورم مشکلی واسم پیش نمیاد بابت قطع کردن اسپرین؟ | پاسخ: سلام، خیر می‌توانید دارو را قطع کنید. اما بهتر بود دارو را خودسرانه استفاده نمی‌کردید.
